VERSION	2020-38079
DATE	2021-11-09, 12:32:29 (+0800)
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9053
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9052
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9051
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9050
-7.50000 -2.50000 1.50000 -13.9076
-7.50000 -2.50000 1.50000 -13.9102
-7.50000 -2.50000 1.50000 -13.9128
-7.50000 -2.50000 1.50000 -13.9154
-7.50000 -2.50000 1.50000 -13.9180
-7.50000 -2.50000 1.50000 -13.9207
-7.50000 -2.50000 1.50000 -13.9234
-7.50000 -2.50000 1.50000 -13.9261
-7.50000 -2.50000 1.50000 -13.9288
-7.50000 -2.50000 1.50000 -13.9315
-7.50000 -2.50000 1.50000 -13.9343
-7.50000 -2.50000 1.50000 -13.9371
-7.50000 -2.50000 1.50000 -13.9399
-7.50000 -2.50000 1.50000 -13.9427
-7.50000 -2.50000 1.50000 -13.9455
-7.50000 -2.50000 1.50000 -13.9484
-7.50000 -2.50000 1.50000 -13.9513
-7.50000 -2.50000 1.50000 -13.9542
-7.50000 -2.50000 1.50000 -13.9571
-7.50000 -2.50000 1.50000 -13.9601
-7.50000 -2.50000 1.50000 -13.9631
-7.50000 -2.50000 1.50000 -13.9661
-7.50000 -2.50000 1.50000 -13.9691
-7.50000 -2.50000 1.50000 -13.9721
-7.50000 -2.50000 1.50000 -13.9752
-7.50000 -2.50000 1.50000 -13.9783
-7.50000 -2.50000 1.50000 -13.9814
-7.50000 -2.50000 1.50000 -13.9845
-7.50000 -2.50000 1.50000 -13.9877
-7.50000 -2.50000 1.50000 -13.9908
-7.50000 -2.50000 1.50000 -13.9940
-7.50000 -2.50000 1.50000 -13.9972
-7.50000 -2.50000 1.50000 -14.0005
-7.50000 -2.50000 1.50000 -14.0037
-7.50000 -2.50000 1.50000 -14.0070
-7.50000 -2.50000 1.50000 -14.0103
-7.50000 -2.50000 1.50000 -14.0137
-7.50000 -2.50000 1.50000 -14.0170
-7.50000 -2.50000 1.50000 -14.0204
-7.50000 -2.50000 1.50000 -14.0238
-7.50000 -2.50000 1.50000 -14.0272
-7.50000 -2.50000 1.50000 -14.0306
-7.50000 -2.50000 1.50000 -14.0341
-7.50000 -2.50000 1.50000 -14.0376
-7.50000 -2.50000 1.50000 -14.0411
-7.50000 -2.50000 1.50000 -14.0446
-7.50000 -2.50000 1.50000 -14.0482
-7.50000 -2.50000 1.50000 -14.0517
-7.50000 -2.50000 1.50000 -14.0553
-7.50000 -2.50000 1.50000 -14.0590
-7.50000 -2.50000 1.50000 -14.0626
-7.50000 -2.50000 1.50000 -14.0663
-7.50000 -2.50000 1.50000 -14.0700
-7.50000 -2.50000 1.50000 -14.0737
-7.50000 -2.50000 1.50000 -14.0774
-7.50000 -2.50000 1.50000 -14.0812
-7.50000 -2.50000 1.50000 -14.0850
-7.50000 -2.50000 1.50000 -14.0888
-7.50000 -2.50000 1.50000 -14.0926
-7.50000 -2.50000 1.50000 -14.0965
-7.50000 -2.50000 1.50000 -14.1003
-7.50000 -2.50000 1.50000 -14.1042
-7.50000 -2.50000 1.50000 -14.1082
-7.50000 -2.50000 1.50000 -14.1121
-7.50000 -2.50000 1.50000 -14.1161
-7.50000 -2.50000 1.50000 -14.1201
-7.50000 -2.50000 1.50000 -14.1241
-7.50000 -2.50000 1.50000 -14.1281
-7.50000 -2.50000 1.50000 -14.1322
-7.50000 -2.50000 1.50000 -14.1363
-7.50000 -2.50000 1.50000 -14.1404
-7.50000 -2.50000 1.50000 -14.1445
-7.50000 -2.50000 1.50000 -14.1487
-7.50000 -2.50000 1.50000 -14.1529
-7.50000 -2.50000 1.50000 -14.1571
-7.50000 -2.50000 1.50000 -14.1613
-7.50000 -2.50000 1.50000 -14.1656
-7.50000 -2.50000 1.50000 -14.1699
-7.50000 -2.50000 1.50000 -14.1742
-7.50000 -2.50000 1.50000 -14.1785
-7.50000 -2.50000 1.50000 -14.1829
-7.50000 -2.50000 1.50000 -14.1872
-7.50000 -2.50000 1.50000 -14.1916
-7.50000 -2.50000 1.50000 -14.1961
-7.50000 -2.50000 1.50000 -14.2005
-7.50000 -2.50000 1.50000 -14.2050
-7.50000 -2.50000 1.50000 -14.2095
-7.50000 -2.50000 1.50000 -14.2140
-7.50000 -2.50000 1.50000 -14.2186
-7.50000 -2.50000 1.50000 -14.2231
-7.50000 -2.50000 1.50000 -14.2277
-7.50000 -2.50000 1.50000 -14.2323
-7.50000 -2.50000 1.50000 -14.2370
-7.50000 -2.50000 1.50000 -14.2416
-7.50000 -2.50000 1.50000 -14.2463
-7.50000 -2.50000 1.50000 -14.2510
-7.50000 -2.50000 1.50000 -14.2558
-7.50000 -2.50000 1.50000 -14.2605
-7.50000 -2.50000 1.50000 -14.2653
-7.50000 -2.50000 1.50000 -14.2701
-7.50000 -2.50000 1.50000 -14.2750
-7.50000 -2.50000 1.50000 -14.2798
-7.50000 -2.50000 1.50000 -14.2847
-7.50000 -2.50000 1.50000 -14.2896
-7.50000 -2.50000 1.50000 -14.2946
-7.50000 -2.50000 1.50000 -14.2995
-7.50000 -2.50000 1.50000 -14.3045
-7.50000 -2.50000 1.50000 -14.3095
-7.50000 -2.50000 1.50000 -14.3146
-7.50000 -2.50000 1.50000 -14.3196
-7.50000 -2.50000 1.50000 -14.3247
-7.50000 -2.50000 1.50000 -14.3298
-7.50000 -2.50000 1.50000 -14.3349
-7.50000 -2.50000 1.50000 -14.3401
-7.50000 -2.50000 1.50000 -14.3453
-7.50000 -2.50000 1.50000 -14.3505
-7.50000 -2.50000 1.50000 -14.3565
-7.50000 -2.50000 1.50000 -14.3618
-7.50000 -2.50000 1.50000 -14.3671
-7.50000 -2.50000 1.50000 -14.3724
-7.50000 -2.50000 1.50000 -14.3777
-7.50000 -2.50000 1.50000 -14.3831
-7.50000 -2.50000 1.50000 -14.3885
-7.50000 -2.50000 1.50000 -14.3940
-7.50000 -2.50000 1.50000 -14.3994
-7.50000 -2.50000 1.50000 -14.4049
-7.50000 -2.50000 1.50000 -14.4104
-7.50000 -2.50000 1.50000 -14.4159
-7.50000 -2.50000 1.50000 -14.4214
-7.50000 -2.50000 1.50000 -14.4270
-7.50000 -2.50000 1.50000 -14.4326
-7.50000 -2.50000 1.50000 -14.4382
-7.50000 -2.50000 1.50000 -14.4439
-7.50000 -2.50000 1.50000 -14.4496
-7.50000 -2.50000 1.50000 -14.4553
-7.50000 -2.50000 1.50000 -14.4610
-7.50000 -2.50000 1.50000 -14.4668
-7.50000 -2.50000 1.50000 -14.4725
-7.50000 -2.50000 1.50000 -14.4783
-7.50000 -2.50000 1.50000 -14.4841
-7.50000 -2.50000 1.50000 -14.4900
-7.50000 -2.50000 1.50000 -14.4959
-7.50000 -2.50000 1.50000 -14.5018
-7.50000 -2.50000 1.50000 -14.5077
-7.50000 -2.50000 1.50000 -14.5137
-7.50000 -2.50000 1.50000 -14.5196
-7.50000 -2.50000 1.50000 -14.5256
-7.50000 -2.50000 1.50000 -14.5316
-7.50000 -2.50000 1.50000 -14.5377
-7.50000 -2.50000 1.50000 -14.5438
-7.50000 -2.50000 1.50000 -14.5499
-7.50000 -2.50000 1.50000 -14.5560
-7.50000 -2.50000 1.50000 -14.5621
-7.50000 -2.50000 1.50000 -14.5683
-7.50000 -2.50000 1.50000 -14.5745
-7.50000 -2.50000 1.50000 -14.5807
-7.50000 -2.50000 1.50000 -14.5870
-7.50000 -2.50000 1.50000 -14.5932
-7.50000 -2.50000 1.50000 -14.5995
-7.50000 -2.50000 1.50000 -14.6059
-7.50000 -2.50000 1.50000 -14.6122
-7.50000 -2.50000 1.50000 -14.6186
-7.50000 -2.50000 1.50000 -14.6250
-7.50000 -2.50000 1.50000 -14.6314
-7.50000 -2.50000 1.50000 -14.6378
-7.50000 -2.50000 1.50000 -14.6443
-7.50000 -2.50000 1.50000 -14.6508
-7.50000 -2.50000 1.50000 -14.6573
-7.50000 -2.50000 1.50000 -14.6639
-7.50000 -2.50000 1.50000 -14.6705
-7.50000 -2.50000 1.50000 -14.6770
-7.50000 -2.50000 1.50000 -14.6837
-7.50000 -2.50000 1.50000 -14.6903
-7.50000 -2.50000 1.50000 -14.6970
-7.50000 -2.50000 1.50000 -14.7037
-7.50000 -2.50000 1.50000 -14.7104
-7.50000 -2.50000 1.50000 -14.7171
-7.50000 -2.50000 1.50000 -14.7239
-7.50000 -2.50000 1.50000 -14.7307
-7.50000 -2.50000 1.50000 -14.7375
-7.50000 -2.50000 1.50000 -14.7444
-7.50000 -2.50000 1.50000 -14.7512
-7.50000 -2.50000 1.50000 -14.7581
-7.50000 -2.50000 1.50000 -14.7650
-7.50000 -2.50000 1.50000 -14.7720
-7.50000 -2.50000 1.50000 -14.7789
-7.50000 -2.50000 1.50000 -14.7859
-7.50000 -2.50000 1.50000 -14.7929
-7.50000 -2.50000 1.50000 -14.8000
-7.50000 -2.50000 1.50000 -14.8070
-7.50000 -2.50000 1.50000 -14.8141
-7.50000 -2.50000 1.50000 -14.7022
-7.50000 -2.50000 1.50000 -14.7124
-7.50000 -2.50000 1.50000 -14.7226
-7.50000 -2.50000 1.50000 -14.7328
-7.50000 -2.50000 1.50000 -14.7431
-7.50000 -2.50000 1.50000 -14.7535
-7.50000 -2.50000 1.50000 -14.7640
-7.50000 -2.50000 1.50000 -14.7745
-7.50000 -2.50000 1.50000 -14.7850
-7.50000 -2.50000 1.50000 -14.7956
-7.50000 -2.50000 1.50000 -14.8063
-7.50000 -2.50000 1.50000 -14.8170
-7.50000 -2.50000 1.50000 -14.8278
-7.50000 -2.50000 1.50000 -14.8386
-7.50000 -2.50000 1.50000 -14.8495
-7.50000 -2.50000 1.50000 -14.8605
-7.50000 -2.50000 1.50000 -14.8715
-7.50000 -2.50000 1.50000 -14.8825
-7.50000 -2.50000 1.50000 -14.8936
-7.50000 -2.50000 1.50000 -14.9048
-7.50000 -2.50000 1.50000 -14.9160
-7.50000 -2.50000 1.50000 -14.9273
-7.50000 -2.50000 1.50000 -14.9386
-7.50000 -2.50000 1.50000 -14.9500
-7.50000 -2.50000 1.50000 -14.9614
-7.50000 -2.50000 1.50000 -14.9729
-7.50000 -2.50000 1.50000 -14.9845
-7.50000 -2.50000 1.50000 -14.9961
-7.50000 -2.50000 1.50000 -15.0077
-7.50000 -2.50000 1.50000 -15.0194
-7.50000 -2.50000 1.50000 -15.0311
-7.50000 -2.50000 1.50000 -14.7751
-7.50000 -2.50000 1.50000 -14.7895
-7.50000 -2.50000 1.50000 -14.8040
-7.50000 -2.50000 1.50000 -14.8186
-7.50000 -2.50000 1.50000 -14.8333
-7.50000 -2.50000 1.50000 -14.8480
-7.50000 -2.50000 1.50000 -14.8628
-7.50000 -2.50000 1.50000 -14.8777
-7.50000 -2.50000 1.50000 -14.8926
-7.50000 -2.50000 1.50000 -14.9076
-7.50000 -2.50000 1.50000 -14.9227
-7.50000 -2.50000 1.50000 -14.9378
-7.50000 -2.50000 1.50000 -14.9530
-7.50000 -2.50000 1.50000 -14.9682
-7.50000 -2.50000 1.50000 -14.9836
-7.50000 -2.50000 1.50000 -14.9990
-7.50000 -2.50000 1.50000 -15.0145
-7.50000 -2.50000 1.50000 -15.0300
-7.50000 -2.50000 1.50000 -15.0456
-7.50000 -2.50000 1.50000 -15.0612
-7.50000 -2.50000 1.50000 -15.0770
-7.50000 -2.50000 1.50000 -15.0927
-7.50000 -2.50000 1.50000 -15.1086
-7.50000 -2.50000 1.50000 -15.1245
-7.50000 -2.50000 1.50000 -15.1405
-7.50000 -2.50000 1.50000 -15.1566
-7.50000 -2.50000 1.50000 -15.1727
-7.50000 -2.50000 1.50000 -15.1888
-7.50000 -2.50000 1.50000 -15.1866
-7.50000 -2.50000 1.50000 -15.1844
-7.50000 -2.50000 1.50000 -15.1822
-7.50000 -2.50000 1.50000 -15.1799
-7.50000 -2.50000 1.50000 -15.1777
-7.50000 -2.50000 1.50000 -15.1755
-7.50000 -2.50000 1.50000 -15.1733
-7.50000 -2.50000 1.50000 -15.1711
-7.50000 -2.50000 1.50000 -15.1689
-7.50000 -2.50000 1.50000 -15.1667
-7.50000 -2.50000 1.50000 -15.1645
-7.50000 -2.50000 1.50000 -15.1623
-7.50000 -2.50000 1.50000 -15.1601
-7.50000 -2.50000 1.50000 -15.1579
-7.50000 -2.50000 1.50000 -15.1557
-7.50000 -2.50000 1.50000 -15.1535
-7.50000 -2.50000 1.50000 -15.1514
-7.50000 -2.50000 1.50000 -15.1492
-7.50000 -2.50000 1.50000 -15.1470
-7.50000 -2.50000 1.50000 -15.1448
-7.50000 -2.50000 1.50000 -15.1427
-7.50000 -2.50000 1.50000 -15.1405
-7.50000 -2.50000 1.50000 -15.1383
-7.50000 -2.50000 1.50000 -15.1362
-7.50000 -2.50000 1.50000 -15.1340
-7.50000 -2.50000 1.50000 -15.1319
-7.50000 -2.50000 1.50000 -15.1297
-7.50000 -2.50000 1.50000 -15.1276
-7.50000 -2.50000 1.50000 -15.1254
-7.50000 -2.50000 1.50000 -15.1233
-7.50000 -2.50000 1.50000 -15.1211
-7.50000 -2.50000 1.50000 -15.1190
-7.50000 -2.50000 1.50000 -15.1169
-7.50000 -2.50000 1.50000 -15.1147
-7.50000 -2.50000 1.50000 -15.1126
-7.50000 -2.50000 1.50000 -15.1105
-7.50000 -2.50000 1.50000 -15.1083
-7.50000 -2.50000 1.50000 -15.1062
-7.50000 -2.50000 1.50000 -15.1041
-7.50000 -2.50000 1.50000 -15.1020
-7.50000 -2.50000 1.50000 -15.0999
-7.50000 -2.50000 1.50000 -15.0977
-7.50000 -2.50000 1.50000 -15.0956
-7.50000 -2.50000 1.50000 -15.0935
-7.50000 -2.50000 1.50000 -15.0914
-7.50000 -2.50000 1.50000 -15.0893
-7.50000 -2.50000 1.50000 -15.0872
-7.50000 -2.50000 1.50000 -15.0851
-7.50000 -2.50000 1.50000 -15.0831
-7.50000 -2.50000 1.50000 -15.0810
-7.50000 -2.50000 1.50000 -15.0789
-7.50000 -2.50000 1.50000 -15.0768
-7.50000 -2.50000 1.50000 -15.0747
-7.50000 -2.50000 1.50000 -15.0726
-7.50000 -2.50000 1.50000 -15.0706
-7.50000 -2.50000 1.50000 -15.0685
-7.50000 -2.50000 1.50000 -15.0665
-7.50000 -2.50000 1.50000 -15.0644
-7.50000 -2.50000 1.50000 -15.0623
-7.50000 -2.50000 1.50000 -15.0603
-7.50000 -2.50000 1.50000 -15.0582
-7.50000 -2.50000 1.50000 -15.0562
-7.50000 -2.50000 1.50000 -15.0541
-7.50000 -2.50000 1.50000 -15.0521
-7.50000 -2.50000 1.50000 -15.0500
-7.50000 -2.50000 1.50000 -15.0480
-7.50000 -2.50000 1.50000 -15.0460
-7.50000 -2.50000 1.50000 -15.0439
-7.50000 -2.50000 1.50000 -15.0419
-7.50000 -2.50000 1.50000 -15.0399
-7.50000 -2.50000 1.50000 -15.0379
-7.50000 -2.50000 1.50000 -15.0358
-7.50000 -2.50000 1.50000 -15.0338
-7.50000 -2.50000 1.50000 -15.0318
-7.50000 -2.50000 1.50000 -15.0298
-7.50000 -2.50000 1.50000 -15.0278
-7.50000 -2.50000 1.50000 -15.0258
-7.50000 -2.50000 1.50000 -15.0238
-7.50000 -2.50000 1.50000 -15.0218
-7.50000 -2.50000 1.50000 -15.0198
-7.50000 -2.50000 1.50000 -15.0178
-7.50000 -2.50000 1.50000 -15.0158
-7.50000 -2.50000 1.50000 -15.0139
-7.50000 -2.50000 1.50000 -15.0119
-7.50000 -2.50000 1.50000 -15.0099
-7.50000 -2.50000 1.50000 -15.0079
-7.50000 -2.50000 1.50000 -15.0060
-7.50000 -2.50000 1.50000 -15.0040
-7.50000 -2.50000 1.50000 -15.0020
-7.50000 -2.50000 1.50000 -15.0001
-7.50000 -2.50000 1.50000 -14.9981
-7.50000 -2.50000 1.50000 -14.9962
-7.50000 -2.50000 1.50000 -14.9942
-7.50000 -2.50000 1.50000 -14.9923
-7.50000 -2.50000 1.50000 -14.9903
-7.50000 -2.50000 1.50000 -14.9884
-7.50000 -2.50000 1.50000 -14.9864
-7.50000 -2.50000 1.50000 -14.9845
-7.50000 -2.50000 1.50000 -14.9826
-7.50000 -2.50000 1.50000 -14.9807
-7.50000 -2.50000 1.50000 -14.9787
-7.50000 -2.50000 1.50000 -14.9768
-7.50000 -2.50000 1.50000 -14.9749
-7.50000 -2.50000 1.50000 -14.9730
-7.50000 -2.50000 1.50000 -14.9711
-7.50000 -2.50000 1.50000 -14.9692
-7.50000 -2.50000 1.50000 -14.9673
-7.50000 -2.50000 1.50000 -14.9654
-7.50000 -2.50000 1.50000 -14.9635
-7.50000 -2.50000 1.50000 -14.9616
-7.50000 -2.50000 1.50000 -15.2780
-7.50000 -2.50000 1.50000 -15.2781
-7.50000 -2.50000 1.50000 -15.2781
-7.50000 -2.50000 1.50000 -15.2781
-7.50000 -2.50000 1.50000 -15.2782
-7.50000 -2.50000 1.50000 -15.2782
-7.50000 -2.50000 1.50000 -15.2782
-7.50000 -2.50000 1.50000 -15.2783
-7.50000 -2.50000 1.50000 -15.2783
-7.50000 -2.50000 1.50000 -15.2783
-7.50000 -2.50000 1.50000 -15.2784
-7.50000 -2.50000 1.50000 -15.2784
-7.50000 -2.50000 1.50000 -15.2784
-7.50000 -2.50000 1.50000 -15.2784
-7.50000 -2.50000 1.50000 -15.2785
-7.50000 -2.50000 1.50000 -15.2785
-7.50000 -2.50000 1.50000 -15.2785
-7.50000 -2.50000 1.50000 -15.2786
-7.50000 -2.50000 1.50000 -15.2786
-7.50000 -2.50000 1.50000 -15.2786
-7.50000 -2.50000 1.50000 -15.2787
-7.50000 -2.50000 1.50000 -15.2787
-7.50000 -2.50000 1.50000 -15.2787
-7.50000 -2.50000 1.50000 -15.2788
-7.50000 -2.50000 1.50000 -15.2788
-7.50000 -2.50000 1.50000 -15.2788
-7.50000 -2.50000 1.50000 -15.2789
-7.50000 -2.50000 1.50000 -15.2789
-7.50000 -2.50000 1.50000 -15.2789
-7.50000 -2.50000 1.50000 -15.2790
-7.50000 -2.50000 1.50000 -15.2790
-7.50000 -2.50000 1.50000 -15.2790
-7.50000 -2.50000 1.50000 -15.2791
-7.50000 -2.50000 1.50000 -15.2791
-7.50000 -2.50000 1.50000 -15.2791
-7.50000 -2.50000 1.50000 -15.2791
-7.50000 -2.50000 1.50000 -15.2792
-7.50000 -2.50000 1.50000 -15.2792
-7.50000 -2.50000 1.50000 -15.2792
-7.50000 -2.50000 1.50000 -15.2793
-7.50000 -2.50000 1.50000 -15.2793
-7.50000 -2.50000 1.50000 -15.2793
-7.50000 -2.50000 1.50000 -15.2794
-7.50000 -2.50000 1.50000 -15.2794
-7.50000 -2.50000 1.50000 -15.2794
-7.50000 -2.50000 1.50000 -15.2794
-7.50000 -2.50000 1.50000 -15.2795
-7.50000 -2.50000 1.50000 -15.2795
-7.50000 -2.50000 1.50000 -15.2795
-7.50000 -2.50000 1.50000 -15.2796
-7.50000 -2.50000 1.50000 -15.2796
-7.50000 -2.50000 1.50000 -15.2796
-7.50000 -2.50000 1.50000 -15.2797
-7.50000 -2.50000 1.50000 -15.2797
-7.50000 -2.50000 1.50000 -15.2797
-7.50000 -2.50000 1.50000 -15.2798
-7.50000 -2.50000 1.50000 -15.2798
-7.50000 -2.50000 1.50000 -15.2798
-7.50000 -2.50000 1.50000 -15.2799
-7.50000 -2.50000 1.50000 -15.2799
-7.50000 -2.50000 1.50000 -15.2799
-7.50000 -2.50000 1.50000 -15.2800
-7.50000 -2.50000 1.50000 -15.2800
-7.50000 -2.50000 1.50000 -15.2800
-7.50000 -2.50000 1.50000 -15.2800
-7.50000 -2.50000 1.50000 -15.2801
-7.50000 -2.50000 1.50000 -15.2801
-7.50000 -2.50000 1.50000 -15.2801
-7.50000 -2.50000 1.50000 -15.2802
-7.50000 -2.50000 1.50000 -15.2802
-7.50000 -2.50000 1.50000 -15.2802
-7.50000 -2.50000 1.50000 -15.2803
-7.50000 -2.50000 1.50000 -15.2803
-7.50000 -2.50000 1.50000 -15.2803
-7.50000 -2.50000 1.50000 -15.2803
-7.50000 -2.50000 1.50000 -15.2804
